year,round,constructorId,points,wins,position
2026,7,audi,2,0,9
2026,7,aston_martin,1,0,10
2026,7,cadillac,0,0,11
2026,8,mercedes,302,7,1
2026,8,ferrari,204,1,2
2026,8,mclaren,159,0,3
2026,8,red_bull,115,0,4
2026,8,alpine,57,0,5
2026,8,rb,44,0,6
2026,8,haas,21,0,7
2026,8,williams,11,0,8
2026,8,audi,2,0,9
2026,8,aston_martin,1,0,10
2026,8,cadillac,0,0,11
2026,9,mercedes,333,7,1
2026,9,ferrari,255,2,2
2026,9,mclaren,179,0,3
2026,9,red_bull,128,0,4
2026,9,alpine,60,0,5
2026,9,rb,59,0,6
2026,9,haas,21,0,7
2026,9,williams,11,0,8
2026,9,audi,6,0,9
2026,9,aston_martin,1,0,10
2026,9,cadillac,0,0,11
2026,10,mercedes,358,8,1
2026,10,ferrari,285,2,2
2026,10,mclaren,195,0,3
2026,10,red_bull,151,0,4
2026,10,alpine,61,0,5
2026,10,rb,61,0,6
2026,10,haas,21,0,7
2026,10,williams,11,0,8
2026,10,audi,10,0,9
2026,10,aston_martin,1,0,10
2026,10,cadillac,0,0,11
2026,11,mercedes,379,8,1
2026,11,ferrari,307,2,2
2026,11,mclaren,220,1,3
2026,11,red_bull,177,0,4
2026,11,rb,66,0,5
2026,11,alpine,61,0,6
2026,11,haas,21,0,7
2026,11,audi,12,0,8
2026,11,williams,11,0,9
2026,11,aston_martin,1,0,10
2026,11,cadillac,0,0,11
